day,hour,sum,lat,long
1,7,1,40.516792,-74.24088
1,10,1,40.516792,-74.24088
1,11,1,40.516792,-74.24088
1,13,1,40.516792,-74.24088
1,14,2,40.516792,-74.24088
1,15,1,40.516792,-74.24088
1,16,4,40.516792,-74.24088
1,18,3,40.516792,-74.24088
1,20,1,40.516792,-74.24088
1,21,2,40.516792,-74.24088
1,22,2,40.516792,-74.24088
2,0,1,40.516792,-74.24088
2,10,1,40.516792,-74.24088
2,12,1,40.516792,-74.24088
2,13,1,40.516792,-74.24088
2,14,1,40.516792,-74.24088
2,15,2,40.516792,-74.24088
2,16,2,40.516792,-74.24088
2,17,1,40.516792,-74.24088
2,18,1,40.516792,-74.24088
2,21,1,40.516792,-74.24088
2,22,2,40.516792,-74.24088
3,3,2,40.516792,-74.24088
3,11,1,40.516792,-74.24088
3,13,2,40.516792,-74.24088
3,14,1,40.516792,-74.24088
3,15,1,40.516792,-74.24088
3,16,1,40.516792,-74.24088
3,17,1,40.516792,-74.24088
3,19,2,40.516792,-74.24088
3,20,3,40.516792,-74.24088
3,21,1,40.516792,-74.24088
3,22,1,40.516792,-74.24088
3,23,1,40.516792,-74.24088
4,0,2,40.516792,-74.24088
4,1,1,40.516792,-74.24088
4,9,1,40.516792,-74.24088
4,10,2,40.516792,-74.24088
4,11,1,40.516792,-74.24088
4,13,1,40.516792,-74.24088
4,15,3,40.516792,-74.24088
4,18,1,40.516792,-74.24088
4,20,1,40.516792,-74.24088
4,21,2,40.516792,-74.24088
4,22,1,40.516792,-74.24088
4,23,3,40.516792,-74.24088
5,1,1,40.516792,-74.24088
5,2,1,40.516792,-74.24088
5,4,2,40.516792,-74.24088
5,5,1,40.516792,-74.24088
5,7,1,40.516792,-74.24088
5,10,2,40.516792,-74.24088
5,13,2,40.516792,-74.24088
5,16,1,40.516792,-74.24088
5,18,1,40.516792,-74.24088
5,19,1,40.516792,-74.24088
5,20,1,40.516792,-74.24088
5,22,1,40.516792,-74.24088
5,23,1,40.516792,-74.24088
6,0,1,40.516792,-74.24088
6,1,1,40.516792,-74.24088
6,3,1,40.516792,-74.24088
6,4,1,40.516792,-74.24088
6,6,1,40.516792,-74.24088
6,11,1,40.516792,-74.24088
6,13,2,40.516792,-74.24088
6,15,2,40.516792,-74.24088
6,19,3,40.516792,-74.24088
6,20,1,40.516792,-74.24088
6,22,1,40.516792,-74.24088
0,1,1,40.516792,-74.23188
0,10,1,40.516792,-74.23188
0,12,1,40.516792,-74.23188
0,14,1,40.516792,-74.23188
0,18,2,40.516792,-74.23188
0,19,3,40.516792,-74.23188
0,20,1,40.516792,-74.23188
0,21,1,40.516792,-74.23188
0,23,2,40.516792,-74.23188
1,2,1,40.516792,-74.23188
1,6,1,40.516792,-74.23188
1,7,1,40.516792,-74.23188
1,8,1,40.516792,-74.23188
1,9,2,40.516792,-74.23188
1,10,1,40.516792,-74.23188
1,11,1,40.516792,-74.23188
1,12,1,40.516792,-74.23188
1,15,1,40.516792,-74.23188
1,18,5,40.516792,-74.23188
1,19,2,40.516792,-74.23188
1,23,1,40.516792,-74.23188
2,0,1,40.516792,-74.23188
2,2,1,40.516792,-74.23188
2,3,1,40.516792,-74.23188
2,5,1,40.516792,-74.23188
2,7,2,40.516792,-74.23188
2,8,1,40.516792,-74.23188
2,10,1,40.516792,-74.23188
2,11,1,40.516792,-74.23188
2,12,1,40.516792,-74.23188
2,15,1,40.516792,-74.23188
2,16,1,40.516792,-74.23188
2,17,1,40.516792,-74.23188
2,20,1,40.516792,-74.23188
2,22,1,40.516792,-74.23188
3,2,1,40.516792,-74.23188
3,7,1,40.516792,-74.23188
3,11,1,40.516792,-74.23188
3,13,1,40.516792,-74.23188
3,14,1,40.516792,-74.23188
3,15,1,40.516792,-74.23188
3,16,1,40.516792,-74.23188
3,20,3,40.516792,-74.23188
3,21,1,40.516792,-74.23188
3,23,4,40.516792,-74.23188
4,0,1,40.516792,-74.23188
4,11,1,40.516792,-74.23188
4,13,1,40.516792,-74.23188
4,14,2,40.516792,-74.23188
4,15,2,40.516792,-74.23188
4,17,1,40.516792,-74.23188
4,18,1,40.516792,-74.23188
4,19,2,40.516792,-74.23188
4,20,1,40.516792,-74.23188
4,23,2,40.516792,-74.23188
5,0,2,40.516792,-74.23188
5,1,2,40.516792,-74.23188
5,7,1,40.516792,-74.23188
5,9,1,40.516792,-74.23188
5,10,3,40.516792,-74.23188
5,12,2,40.516792,-74.23188
5,15,1,40.516792,-74.23188
5,16,1,40.516792,-74.23188
5,17,1,40.516792,-74.23188
5,19,3,40.516792,-74.23188
5,20,3,40.516792,-74.23188
5,23,2,40.516792,-74.23188
6,12,2,40.516792,-74.23188
6,14,2,40.516792,-74.23188
6,15,1,40.516792,-74.23188
6,17,2,40.516792,-74.23188
6,18,3,40.516792,-74.23188
6,21,2,40.516792,-74.23188
2,12,1,40.516792,-74.22288
2,16,1,40.516792,-74.22288
4,4,1,40.516792,-74.22288
5,9,1,40.516792,-74.22288
6,12,1,40.516792,-74.22288
0,1,1,40.516792,-74.21388
0,4,1,40.516792,-74.21388
0,14,1,40.516792,-74.21388
0,19,1,40.516792,-74.21388
0,21,1,40.516792,-74.21388
0,22,1,40.516792,-74.21388
1,7,1,40.516792,-74.21388
1,13,1,40.516792,-74.21388
1,14,1,40.516792,-74.21388
1,16,1,40.516792,-74.21388
1,17,1,40.516792,-74.21388
1,19,2,40.516792,-74.21388
2,9,1,40.516792,-74.21388
2,10,1,40.516792,-74.21388
2,12,2,40.516792,-74.21388
2,15,1,40.516792,-74.21388
2,17,1,40.516792,-74.21388
2,20,1,40.516792,-74.21388
2,23,1,40.516792,-74.21388
3,10,1,40.516792,-74.21388
3,14,1,40.516792,-74.21388
3,20,1,40.516792,-74.21388
4,2,1,40.516792,-74.21388
4,4,1,40.516792,-74.21388
4,5,1,40.516792,-74.21388
4,12,1,40.516792,-74.21388
4,14,1,40.516792,-74.21388
4,18,3,40.516792,-74.21388
5,0,1,40.516792,-74.21388
5,3,1,40.516792,-74.21388
5,8,1,40.516792,-74.21388
5,11,1,40.516792,-74.21388
5,12,1,40.516792,-74.21388
5,15,1,40.516792,-74.21388
5,16,1,40.516792,-74.21388
5,21,1,40.516792,-74.21388
6,2,1,40.516792,-74.21388
6,3,1,40.516792,-74.21388
6,11,1,40.516792,-74.21388
6,16,1,40.516792,-74.21388
6,19,1,40.516792,-74.21388
6,20,1,40.516792,-74.21388
0,1,1,40.516792,-74.20488
0,3,2,40.516792,-74.20488
0,10,1,40.516792,-74.20488
0,11,2,40.516792,-74.20488
0,14,1,40.516792,-74.20488
0,15,1,40.516792,-74.20488
0,17,1,40.516792,-74.20488
0,19,1,40.516792,-74.20488
0,22,1,40.516792,-74.20488
1,0,1,40.516792,-74.20488
1,1,1,40.516792,-74.20488
1,2,1,40.516792,-74.20488
1,14,1,40.516792,-74.20488
