weekday,pick_hour,sum,lat,long
0,1,1,40.5863,-73.9944
0,1,2,40.5863,-73.9864
0,1,4,40.5863,-73.9624
0,1,2,40.5863,-73.9544
0,1,2,40.5863,-73.9464
0,1,1,40.5863,-73.9384
0,1,1,40.5863,-73.9304
0,1,1,40.5863,-73.8184
0,1,1,40.5943,-73.9784
0,1,1,40.5943,-73.9624
0,1,4,40.5943,-73.9464
0,1,1,40.6023,-74.0824
0,1,1,40.6023,-74.0664
0,1,1,40.6023,-74.0024
0,1,1,40.6023,-73.9944
0,1,6,40.6023,-73.9864
0,1,1,40.6023,-73.9784
0,1,1,40.6023,-73.9704
0,1,4,40.6023,-73.9624
0,1,1,40.6023,-73.7464
0,1,6,40.6103,-74.0744
0,1,1,40.6103,-74.0344
0,1,1,40.6103,-74.0104
0,1,2,40.6103,-74.0024
0,1,2,40.6103,-73.9864
0,1,3,40.6103,-73.9784
0,1,5,40.6103,-73.9704
0,1,14,40.6103,-73.9624
0,1,7,40.6103,-73.9544
0,1,1,40.6103,-73.9224
0,1,3,40.6183,-74.0344
0,1,15,40.6183,-74.0264
0,1,1,40.6183,-74.0184
0,1,1,40.6183,-73.9944
0,1,1,40.6183,-73.9864
0,1,3,40.6183,-73.9784
0,1,3,40.6183,-73.9704
0,1,7,40.6183,-73.9624
0,1,2,40.6183,-73.9544
0,1,2,40.6183,-73.9384
0,1,1,40.6183,-73.9304
0,1,2,40.6183,-73.9224
0,1,11,40.6263,-74.0264
0,1,4,40.6263,-74.0184
0,1,2,40.6263,-74.0024
0,1,2,40.6263,-73.9944
0,1,1,40.6263,-73.9864
0,1,1,40.6263,-73.9784
0,1,7,40.6263,-73.9704
0,1,5,40.6263,-73.9624
0,1,1,40.6263,-73.9544
0,1,2,40.6263,-73.9464
0,1,1,40.6263,-73.9384
0,1,1,40.6263,-73.9304
0,1,3,40.6263,-73.9224
0,1,6,40.6343,-74.0264
0,1,13,40.6343,-74.0184
0,1,3,40.6343,-74.0104
0,1,2,40.6343,-74.0024
0,1,2,40.6343,-73.9944
0,1,2,40.6343,-73.9784
0,1,38,40.6343,-73.9704
0,1,4,40.6343,-73.9624
0,1,7,40.6343,-73.9544
0,1,15,40.6343,-73.9464
0,1,3,40.6343,-73.9304
0,1,2,40.6343,-73.9224
0,1,2,40.6343,-73.9144
0,1,3,40.6343,-73.9064
0,1,1,40.6343,-73.8904
0,1,3,40.6423,-74.0264
0,1,20,40.6423,-74.0184
0,1,1,40.6423,-74.0104
0,1,2,40.6423,-74.0024
0,1,3,40.6423,-73.9944
0,1,1,40.6423,-73.9864
0,1,46,40.6423,-73.9784
0,1,32,40.6423,-73.9704
0,1,25,40.6423,-73.9624
0,1,27,40.6423,-73.9544
0,1,14,40.6423,-73.9464
0,1,1,40.6423,-73.9384
0,1,3,40.6423,-73.9304
0,1,1,40.6423,-73.9064
0,1,2,40.6423,-73.8984
0,1,41,40.6423,-73.8024
0,1,342,40.6423,-73.7944
