day,hour,precinct,criminal,traffic,population,age
0,9,17,68,129013,97402.0,38.4
0,9,61,80,44,150931.0,39.9
0,9,102,70,160,154987.0,35.5
0,9,110,67,288,142289.0,35.8
0,9,108,71,3172,139088.0,37.1
0,9,75,181,17,185182.0,33.0
0,9,73,122,36,94149.0,32.3
0,9,60,82,12,109876.0,43.7
0,9,68,69,40,125011.0,39.4
0,9,79,105,67,75318.0,29.1
0,9,23,51,10059,59777.0,34.5
0,9,42,60,5,139743.0,29.4
0,9,115,124,51810,180562.0,35.0
0,9,52,96,34,131423.0,32.3
0,9,122,70,13,135323.0,41.4
0,9,1,89,52845,88716.0,34.0
0,9,72,54,125,151258.0,33.3
0,9,109,123,58,250162.0,42.8
0,9,24,80,28523,124447.0,43.4
0,9,81,70,57,67371.0,33.2
